PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO440788,CHILD AND FAMILY SERVICES,MEDICAL CONSULTING 78,$38480.00,10/01/2012,LAKIESHA HARDY,3813 SWANN ROAD #103   ; SUITLAND  ; MD  ; 20746-,SUITLAND  ,MD
PO459361,METROPOLITAN POLICE DEPARTMENT,,$5712.83,04/01/2013,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO459379,PUBLIC SERVICE COMMISSION,"FILE FOLDERS, REGULAR, LEGAL AND LETTER SIZES 45",$7628.17,04/01/2013,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO459369,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$93238.00,04/01/2013,"KRESSCOX ASSOCIATES, P.C.","2909 M STREET, NW   ; WASHINGTON  ; DC  ; 20007-",WASHINGTON  ,DC
PO459355,DEPARTMENT OF GENERAL SERVICES,"GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION - ENGINEERING 44",$109310.58,04/01/2013,KEYSTONE PLUS CONSTRUCTION COR,"1600 K STREET, N.W. SUITE 350  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO459372,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$120185.00,04/01/2013,"GCS/SIGAL, LLC",3020 YOST PLACE NE   ; WASHINGTON  ; DC  ; 20018-0018,WASHINGTON  ,DC
PO452333,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,MEMBERSHIP DUES 48,$7703.00,04/01/2013,DUN & BRADSTREET,103 JFK PARKWAY   ; SHORT HILLS  ; NJ  ; 07078-,SHORT HILLS  ,NJ
PO447805-V2,DEPARTMENT OF GENERAL SERVICES,"FUEL OIL, HEATING 12",$160000.00,04/01/2013,PETROLEUM TRADERS CORPORATION,7110 POINTE INVERNESS WAY  ; FORT WAYNE  ; IN  ; 46804,FORT WAYNE  ,IN
PO452435-V2,DEPARTMENT OF PUBLIC WORKS,HAULING SERVICES 39,$15000.00,04/01/2013,FAITH MANAGEMENT CONSULTING,"3417 MINNESOTA AVE, SE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO454709-V3,STATE SUPERINTENDENT OF EDUCATION (OSSE),"ADVISORY SERVICES, EDUCATIONAL 05",$770305.15,04/01/2013,"NCS PEARSON, INC",5601 GREEN VALLEY DRIVE  ; BLOOMINGTON  ; MN  ; 55437,BLOOMINGTON  ,MN
PO452918-V2,DEPARTMENT OF HUMAN SERVICES,COPY MACHINE MAINTENANCE AND REPAIR 27,$10542.96,04/01/2013,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO459370,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$20000.00,04/01/2013,"ECS MID-ATLANTIC, LLC","14026 THUNDERBOLT PLACE,  SUITE 100  ; CHANTILLY   ; VA  ; 20151",CHANTILLY   ,VA
PO459378,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$2670.03,04/01/2013,"TRIUMPH LEARNING, COACH BOOKS",136 MADISON AVENUE                                 7TH FLOOR  ; NEW YORK  ; NY  ; 10016,NEW YORK  ,NY
PO459363,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$25191.98,04/01/2013,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO459362,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CALCULATORS, ELECTRONIC, DISPLAY/PRINTING TYPE, PROGRAMMABLE 15",$3496.00,04/01/2013,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO459338,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$3754.55,04/01/2013,"CMB KIDS, LLC",6284 S RAINBOW BLVD STE 110  ; LAS VEGAS  ; NV  ; 89118,LAS VEGAS  ,NV
PO459455,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$8000.00,04/02/2013,"MANIFEST INNERTAINMENT, LLC","3305 8TH ST., NE  #206   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO459422,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$4950.00,04/02/2013,GREENWOOD PUBLISHING GROUP INC,361 HANOVER ST DBA/HEINEMANN  ; PORTSMOUTH  ; NH  ; 03801-,PORTSMOUTH  ,NH
PO451003-V3,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$8143.44,04/02/2013,THERESA MORIARTY,12708 HOVEN LANE  ; BOWIE  ; MD  ; 20716,BOWIE  ,MD
PO459400,DEPARTMENT OF HEALTH CARE FINANCE,ADMINISTRATIVE CONSULTING 06,$49500.00,04/02/2013,RICHARD M. SORIAN,323 E STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO459404,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$22541.00,04/02/2013,THE BRAND ENHANCING STRATEGY T,200 PARK DRIVE SUITE 322  ; CALUMET CITY  ; IL  ; 60409,CALUMET CITY  ,IL
PO459450,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$7000.00,04/02/2013,NEXT LEVEL EXPERIENCE LLC,2710 LANTANA DRIVE  ; UPPER MARLBORO  ; MD  ; 20774,UPPER MARLBORO  ,MD
PO459435,DEPARTMENT OF HEALTH CARE FINANCE,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$769841.00,04/02/2013,"XEROX FEDERAL SOLUTIONS, LLC",8260 WILLOW OAKS CORP. DR. SUITE 200  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO459428,COUNCIL OF THE DISTRICT OF COLUMBIA,COMPUTER HARDWARE CONSULTING 28,$2822.64,04/02/2013,"GRAINGER TERRY, INC.",6 N. MICHIGAN AVE UNIT 1205  ; CHICAGO  ; IL  ; 60602,CHICAGO  ,IL
PO449951-V2,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$8517.75,04/02/2013,JENNIFER KILMER,"1400 IRVING STREET, NW APT# 707  ; WASHINGTON  ; DC  ; 20010-2850",WASHINGTON  ,DC
PO459468,DEPARTMENT OF GENERAL SERVICES,COMPUTER AIDED DESIGN SERVICES 18,$85419.00,04/02/2013,MERIDIAN PROJECT SYSTEMS INC.,1720 PRAIRIE CITY ROAD  SUITE 120  ; FOLSOM  ; CA  ; 95630,FOLSOM  ,CA
PO449768-V2,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$3330.81,04/02/2013,SARAH MARTINA,715 N. WAYNE STREET #301  ; ARLINGTON  ; VA  ; 22201,ARLINGTON  ,VA
PO449766-V3,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$2789.00,04/02/2013,JADE S. BLAND,401 HARBOR DRIVE  ; ANNAPOLIS  ; MD  ; 21403,ANNAPOLIS  ,MD
PO449763-V2,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$5368.02,04/02/2013,ANDREA LEAH PECUKAITIS,3609 CHASE HILLS DRIVE  ; LAUREL   ; MD  ; 20724,LAUREL   ,MD
PO449764-V3,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$4739.56,04/02/2013,KIMBERLY A. TIMPERLAKE-OLIVARE,"3615 38TH STREET, NW #109  ; WASHINGTON   ; DC  ; 20016",WASHINGTON   ,DC
PO459424,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$3852.50,04/02/2013,LOGO DEPOT,627 PARK WAY  ; BROOMALL  ; PA  ; 19008,BROOMALL  ,PA
PO459402,OFFICE OF THE CHIEF MEDICAL EXAMINER,COMPUTER SOFTWARE CONSULTING 29,$75000.00,04/02/2013,"VERTIQ SOFTWARE, LLC","135 E. MAIN STREET, SUITE 150   ; MORGAN HILL  ; CA  ; 95037-",MORGAN HILL  ,CA
PO449532-V2,DEPARTMENT OF HUMAN SERVICES,COMPUTER SOFTWARE CONSULTING 29,$23878.25,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459408,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$129900.00,04/02/2013,VIRGINIA TECH,201 SOUTHGATE CENTER   ; BLACKSBURG  ; VA  ; 24061-,BLACKSBURG  ,VA
PO459443,DEPARTMENT OF HUMAN SERVICES,"VOCATIONAL TRAINING, ALL TYPES  (INCLUDING VOCATIONAL REHABILITATION AND TECHNICAL EDUCATION) 86",$199832.02,04/02/2013,CATHOLIC CHARITIES,12247 GEORGIA AVE    ; SILVER SPRING  ; MD  ; 20902-,SILVER SPRING  ,MD
PO454005-V2,DEPARTMENT OF CORRECTIONS,LITTER REMOVAL SERVICES (INCLUDING BEACH CLEANING) (FOR BUILDINGS SEE 910-27) 56,$42866.30,04/02/2013,URBAN SERVICES SYSTEMS CORP,"212 VAN BUREN ST, NW   ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO440959-V2,CHILD AND FAMILY SERVICES,SUPPORT SERVICES 85,$2813492.00,04/02/2013,EDGEWOOD/BROOKLAND FAMILY SUPPORT,"200 K STREET, N.W.,  #1  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO457995-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER HARDWARE CONSULTING 28,$18326.40,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457255-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$20438.40,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453345-V3,METROPOLITAN POLICE DEPARTMENT,COMPUTER SOFTWARE CONSULTING 29,$81931.00,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO441807-V3,METROPOLITAN POLICE DEPARTMENT,COMPUTER SOFTWARE CONSULTING 29,$158067.00,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO442560-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER NETWORK CONSULTING 30,$73239.96,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO441751-V6,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$101081.60,04/02/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO410522-V2,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$67862.00,04/02/2013,LEGION DESIGN/CAMPBELL & ASSOC,2125 1ST STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO459453,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$8000.00,04/02/2013,"7 POINTE PLANNING, INC.","4208 BENNING ROAD, N.E., #5  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO444729-V3,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$445559.58,04/02/2013,VOLUNTEERS OF AMERICA CHESAPEA,7901 ANNAPOLIS ROAD   ; LANHAM  ; MD  ; 20706-,LANHAM  ,MD
PO459421,DEPARTMENT OF FORENSICS SCIENCES,HAZARDOUS MATERIAL (CHEMICALS) CONTAINMENT/STORAGE 30,$4666.00,04/02/2013,ENVIRONMENTAL MGMT. SVCS   IN,"1688 E. GUIDE DR.,  STE. 301  ; ROCKVILLE  ; MD  ; 20850",ROCKVILLE  ,MD
PO445875-V3,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$24000.00,04/02/2013,TONI THOMAS ASSOCIATES INC,1920 MLK JR AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO459426,DEPARTMENT OF PARKS AND RECREATION,"ATHLETIC AWARDS (FOR SERVICE TYPE SEE CLASS 080): MEDALS, PLAQUES, TROPHIES, ETC. 15",$7712.26,04/02/2013,LAMB AWARDS & ENGRAVING T/A J,129 EAST MAIN STREET  ; WESTMINISTER  ; MD  ; 21157,WESTMINISTER  ,MD
PO442785-V2,CHILD AND FAMILY SERVICES,"INFORMATION HIGHWAY ELECTRONIC SERVICES (INTERNET, WORLD WIDE WEB, ETC.) 51",$136165.33,04/02/2013,SPRINT COMMUNICATIONS COMPANY,4TH FLOOR                                          1200 MAIN STREET  ; KANSAS CITY  ; MO  ; 69105,KANSAS CITY  ,MO
PO459454,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$8000.00,04/02/2013,TAI PEDRO & ASSOCIATES P C,7603 GEORGIA AVENUE NW SUITE 302  ; WASHINGTON  ; DC  ; 20012-,WASHINGTON  ,DC
PO459406,FIRE AND EMERGENCY MEDICAL SERVICES,"FIRE PROTECTION CLOTHING (TURNOUT COATS, BUNKER PANTS, HOODS, GLOVES, ETC.) 34",$142496.80,04/02/2013,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO456726,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$65000.00,04/02/2013,"CRISWELL CHEVEROLET, INC.",503 QUINCE ORCHARD ROAD  ; GAITHERSBURG  ; MD  ; 20878,GAITHERSBURG  ,MD
PO459292,DEPARTMENT OF TRANSPORTATION,DESIGNING SERVICES 35,$138392.28,04/02/2013,RUMMEL KLEPPER AND KAHL LLP,81 MOSHER STREET  ; BALTIMORE  ; MD  ; 21217,BALTIMORE  ,MD
PO459434,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$122845.97,04/02/2013,ALLIANCE TECHNOLOGY GROUP LLC,7240 PARKWAY DRIVE SUITE 140  ; HANOVER  ; MD  ; 21076-,HANOVER  ,MD
PO459444,OFFICE OF THE CHIEF MEDICAL EXAMINER,LABORATORY EQUIPMENT 57,$5051.50,04/02/2013,UNITED CHEMICAL TECHNOLOGIES,2731 BARTRAM ROAD  ; BRISTOL  ; PA  ; 19007,BRISTOL  ,PA
PO424984-V2,DEPARTMENT OF MENTAL HEALTH,CONSTRUCTION MANAGEMENT SERVICES 26,$72491.00,04/02/2013,SCHNEIDER ELECTRIC BUILDINGS,8989 HERRMANN DRIVE SUITE 300  ; COLUMBIA  ; MD  ; 21045,COLUMBIA  ,MD
PO440992-V2,DEPARTMENT OF PUBLIC WORKS,CARPENTRY MAINTENANCE AND REPAIR SERVICES 06,$20925.00,04/02/2013,ARJ GROUP INC,"412 H STREET, N.E., SUITE 3  ; WASHINGTON  ; DC  ; 20002-0002",WASHINGTON  ,DC
PO459430,DEPARTMENT OF MOTOR VEHICLES,SOFTWARE MAINTENANCE/SUPPORT 45,$10606.65,04/02/2013,Q-MATIC CORPORATION,95 UNDERWOOD ROAD  ; FLETCHER  ; NC  ; 28732,FLETCHER  ,NC
PO459405,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$103392.83,04/02/2013,BEYONDVISION,"3115 GEORGIA AVE., NW                              SUITE 4  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO459401,DEPARTMENT OF MOTOR VEHICLES,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$5000.00,04/02/2013,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO459407,DEPARTMENT OF MOTOR VEHICLES,"DISPLAY, EXHIBIT, AND PROMOTIONAL MATERIALS 30",$15000.00,04/02/2013,ALSTON MARKETING GROUP LLC,18 R STREET NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO444788-V3,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$198400.00,04/02/2013,MICHAEL GILLIARD,11414 PALACE CIRCLE  ; GERMANTOWN  ; MD  ; 20876,GERMANTOWN  ,MD
PO449950-V3,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$4257.25,04/02/2013,STACIA L. SHRYOCK,7510 SWEET HOURS WAY UNIT C  ; COLUMBIA   ; MD  ; 21046,COLUMBIA   ,MD
PO459515,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$5000.00,04/03/2013,SUPERIOR PRINTING INC.,11930 HAMDEN PLACE  ; SANTA FE SPRINGS  ; CA  ; 90670,SANTA FE SPRINGS  ,CA
PO459475,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: KINDERGARTEN THRU 5TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 85,$4051.08,04/03/2013,GREENWOOD PUBLISHING GROUP INC,361 HANOVER ST DBA/HEINEMANN  ; PORTSMOUTH  ; NH  ; 03801-,PORTSMOUTH  ,NH
PO459499,DEPARTMENT OF EMPLOYMENT SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$14000.00,04/03/2013,"PERFORMANCE JOURNEYS, INC.",2702 DAHLIA RESERVE CT  ; KISSIMMEE  ; FL  ; 34758,KISSIMMEE  ,FL
PO459525,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ACCOUNTING/AUDITING/BUDGET CONSULTING 04,$21750.00,04/03/2013,JOHN L. LOWERY,7353 HEDGEWOOD WAY  ; HOSCHTON  ; GA  ; 30548,HOSCHTON  ,GA
PO459514,OFFICE OF CHIEF FINANCIAL OFFICER,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$3353.00,04/03/2013,AMERICAN SOCIETY OF,"PROFESSIONAL EDUCATION, INC. 114 EDINBURGH S DR, SUITE 200  ; CARY  ; NC  ; 27511",CARY  ,NC
PO459500,OFFICE OF THE ATTORNEY GENERAL,COURT REPORTING SERVICES 24,$6040.50,04/03/2013,SUSAN L. ROSENBERG D/B/A SLR R,13111 FOXDEN DRIVE  ; ROCKVILLE  ; MD  ; 20850,ROCKVILLE  ,MD
PO459481,DEPARTMENT OF GENERAL SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$24320.00,04/03/2013,EAPEN ENTERPRISES,"1150 K STREET, NW, SUITE 810  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO459480,DEPARTMENT OF TRANSPORTATION,SOFTWARE MAINTENANCE/SUPPORT 45,$25606.32,04/03/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO459511,LOTTERY & CHARITABLE GAMES CONTROL BOARD,"SOFTWARE, COMPUTER, RENTAL OR LEASE 74",$96600.34,04/03/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO459529,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$6173.00,04/03/2013,BUREAU OF EDUCATION & RESEARCH,915 118TH AVENUE SE  ; BELLEVUE  ; WA  ; 98009,BELLEVUE  ,WA
PO459476,DC PUBLIC LIBRARY,NOVELTIES AND ADVERTISING SPECIALTY PRODUCTS 52,$2958.00,04/03/2013,ADBOX PROMO AGENCY,145 FLEET STREET  ; NATIONAL HARBOR  ; MD  ; 20745,NATIONAL HARBOR  ,MD
PO459508,DEPART OF YOUTH REHABILITATION SERVICES,"ENVELOPES, PLAIN, STOCK SIZES 30",$5000.00,04/03/2013,SAFEWAY INC,4551 FORBES BLVD.   ; LANHAM  ; MD  ; 20706-9065,LANHAM  ,MD
PO459483,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$7628.54,04/03/2013,NIENHUIS MONTESSORI USA INC,140 EAST DANA  ; MOUNTAIN VIEW  ; CA  ; 94041,MOUNTAIN VIEW  ,CA
PO458339-V2,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$8395.00,04/03/2013,GEOGRAPHIC SOLUTIONS INC,1001 OMAHA CIRCLE  ; PALM HARBOUR  ; FL  ; 34683,PALM HARBOUR  ,FL
PO459503,OFFICE OF CONTRACTING AND PROCUREMENT,PROJECT MANAGEMENT SERVICES 77,$24000.00,04/03/2013,FREEWAY CONSTRUCTION LLC,1402 NORTH CAPITOL STREET #4   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO459505,DEPARTMENT OF FORENSICS SCIENCES,"BIOCHEMICAL REAGENTS AND TESTS: ANTIBIOTIC ASSAYS, DIFFERENTIATION DISCS, ETC. 05",$5350.00,04/03/2013,THE HAMILTON GROUP,4406 GAULT PLACE NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO459501,DEPARTMENT OF HUMAN SERVICES,EXPERT SYSTEM SOFTWARE 45,$221854.10,04/03/2013,"SPECTRUM SYSTEMS, INC.",11320 RANDOM HILLS ROAD                            SUITE 630  ; FAIRFAX  ; VA  ; 22030,FAIRFAX  ,VA
PO459477,DC PUBLIC LIBRARY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$68464.34,04/03/2013,E-RATE ELITE SERVICES INC.,300 RED BROOK BLVD.                                SUITE 202  ; OWINGS MILLS  ; MD  ; 21117,OWINGS MILLS  ,MD
PO447975-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$551546.50,04/03/2013,EAST RIVER FAMILY STREGTHENING,"3917 MINNESOTA AVE, NE   ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO459507,HOMELAND SECURITY GRANTS,NEWSPAPER AND PUBLICATION ADVERTISING 71,$20000.00,04/03/2013,THE WASHINGTON POST,"1150 15TH STREET, NW   ; WASHINGTON  ; DC  ; 20071-",WASHINGTON  ,DC
PO448847-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$92999.50,04/03/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO451999-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$26960.00,04/03/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO448422-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$480906.00,04/03/2013,EPISCOPAL SENIOR MINISTRIES,4201 BUTTERWORTH PLACE NW   ; WASHINGTON  ; DC  ; 20016-,WASHINGTON  ,DC
PO459478,HOMELAND SECURITY/EMERGENCY MANAGEMENT,TRANSLATION SERVICES 75,$6000.00,04/03/2013,MULTICULTURAL COMMUNITY SERVIC,"2437 15TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO453860-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$40848.00,04/03/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO441773-V5,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$101081.60,04/03/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453859-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$45600.00,04/03/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453864-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$40876.80,04/03/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO448125-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$349105.00,04/03/2013,FAMILY & CHILD SRVCS OF DC INC,"1509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO447976-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$744861.00,04/03/2013,FAMILY & CHILD SRVCS OF DC INC,"1509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO447969-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$431382.00,04/03/2013,FAMILY & CHILD SRVCS OF DC INC,"1509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO459523,CRIMINAL JUSTICE COORDINATING COUNCIL,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$198995.80,04/03/2013,"ENLIGHTENED, INC.",1100 15TH ST NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO459506,HOMELAND SECURITY GRANTS,NEWSPAPER AND PUBLICATION ADVERTISING 71,$10568.00,04/03/2013,WASHINGTON CITY PAPER,2390 CHAMPLAIN STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
